"","protein_id","gene_id","symbol","r.mRNA_Age.Sex","r.Prot_Age.Sex","p.mRNA_Age.Sex","p.Prot_Age.Sex","sig"
"64","ENSMUSP00000132603","ENSMUSG00000022707","Gbe1",0.167298582647402,0.209707213410633,0.0251979750921956,0.00519169323109615,TRUE
"65","ENSMUSP00000027494","ENSMUSG00000026275","Ppp1r7",0.207730013545356,0.182639885468593,0.00562126637336783,0.0146703198120574,TRUE
"66","ENSMUSP00000063548","ENSMUSG00000057880","Abat",0.251837938418121,0.149240798202535,0.00083532225987056,0.0455491573020684,TRUE
"67","ENSMUSP00000019576","ENSMUSG00000005481","Ddx39",0.287316518875541,0.455925079941712,0.000148044775947009,4.7748685766346e-09,TRUE
"68","ENSMUSP00000084977","ENSMUSG00000039126","Prune2",0.230417242835173,0.275879327380193,0.00218259211853114,0.000263475798658727,TRUE
"69","ENSMUSP00000063389","ENSMUSG00000056737","Capg",0.234486904034461,0.257199300375523,0.00182762978401884,0.000650267113083445,TRUE
"70","ENSMUSP00000037719","ENSMUSG00000035493","Tgfbi",0.211854269729651,0.204551424892438,0.00475925917674148,0.00638000543829302,TRUE
"71","ENSMUSP00000013842","ENSMUSG00000013698","Pea15a",0.229297292165064,0.395906121956096,0.00229090149831665,2.7345019515835e-07,TRUE
"72","ENSMUSP00000044937","ENSMUSG00000018995","Nars2",0.250935661702863,0.172459030043733,0.000870938619534058,0.0210876935577175,TRUE
"73","ENSMUSP00000002397","ENSMUSG00000002326","Gmpr2",0.188801004992385,0.167048684873961,0.0116909101178043,0.0254136602617169,TRUE
"74","ENSMUSP00000030660","ENSMUSG00000028847","Trappc3",0.163751417853895,0.2134262274634,0.0284139097543126,0.00446378051375611,TRUE
"75","ENSMUSP00000026050","ENSMUSG00000025068","Gsto1",0.253328324557371,0.15969963614285,0.000779459178115059,0.0325181239303151,TRUE
"76","ENSMUSP00000029041","ENSMUSG00000062515","Fabp4",0.17994902031335,0.376074615800125,0.0161710260275148,9.58209947124894e-07,TRUE
"77","ENSMUSP00000016400","ENSMUSG00000016256","Ctsz",0.386543781537246,0.449754919438774,4.96977021574008e-07,7.35969739821344e-09,TRUE
"78","ENSMUSP00000031131","ENSMUSG00000029223","Uchl1",0.24934030299982,0.175130887177799,0.000937410382604156,0.0192006074993808,TRUE
"79","ENSMUSP00000073832","ENSMUSG00000070283","Ndufaf3",0.164461950156654,0.262027556469905,0.0277425682675034,0.000517210873234807,TRUE
"80","ENSMUSP00000030400","ENSMUSG00000028647","Mycbp",0.193632076224756,0.411934544900429,0.00974645313227061,9.61881962404381e-08,TRUE
"81","ENSMUSP00000077594","ENSMUSG00000021087","Rtn1",0.187926934554003,0.722719843201968,0.0120776633451749,2.46058456123738e-18,TRUE
"82","ENSMUSP00000030651","ENSMUSG00000028843","Sh3bgrl3",0.205684198756073,0.269788124280953,0.00609955469891438,0.000355590509452391,TRUE
"83","ENSMUSP00000093972","ENSMUSG00000071654","AI462493",0.148790913429919,0.162644848451473,0.0461973844167509,0.0294875426658003,TRUE
"84","ENSMUSP00000070596","ENSMUSG00000052033","Pfdn4",0.15560581458098,0.257390899596465,0.0371751537256076,0.00524140353530735,TRUE
"85","ENSMUSP00000085566","ENSMUSG00000023008","Fmnl3",0.196824543327895,0.347580709949761,0.00862632304816504,0.00123541514825145,TRUE
"86","ENSMUSP00000127176","ENSMUSG00000015143","Actn1",0.186932429585257,0.52694112623756,0.0125315781140451,3.89548665391796e-09,TRUE
"87","ENSMUSP00000021536","ENSMUSG00000021114","Atp6v1d",0.1639430923322,0.502660490407314,0.0282314317430664,5.15103107009456e-09,TRUE
"88","ENSMUSP00000126292","ENSMUSG00000050761","Gp1bb",0.174785036426633,0.163145439365895,0.0194361803914238,0.0460514931208294,TRUE
"89","ENSMUSP00000127646","ENSMUSG00000022620","Arsa",0.178369635250785,0.24688038995045,0.0171138640521409,0.014261900713937,TRUE
"90","ENSMUSP00000034859","ENSMUSG00000032309","Fbxo22",0.187161037354918,0.391872497711069,0.0124259089839427,7.42784331546892e-07,TRUE
"91","ENSMUSP00000047712","ENSMUSG00000022947","Cbr3",0.19542508723026,0.271891366478249,0.00910222957560663,0.000469854270621971,TRUE
"92","ENSMUSP00000078875","ENSMUSG00000058715","Fcer1g",0.187773517942135,0.230713012966935,0.0121467135913028,0.0067497767544709,TRUE
"93","ENSMUSP00000022781","ENSMUSG00000022174","Dad1",0.182454063397637,0.800040715506242,0.0147698280296518,4.79598646423543e-18,TRUE
"94","ENSMUSP00000083587","ENSMUSG00000037405","Icam1",0.290117735973886,0.293655483211035,0.00012821027660848,0.000165582049325903,TRUE
"95","ENSMUSP00000034992","ENSMUSG00000032420","Nt5e",0.254905003872951,0.185162829320832,0.000724179804691974,0.0289576151574191,TRUE
"96","ENSMUSP00000101718","ENSMUSG00000078566","Bnip3",0.158777709249262,0.292880077824639,0.0335204650263931,0.000413891006203573,TRUE
"97","ENSMUSP00000090795","ENSMUSG00000020333","Acsl6",0.152904371607237,0.173807212922611,0.0405525126340424,0.0238682533874361,TRUE
"98","ENSMUSP00000049319","ENSMUSG00000039183","Nubp2",0.169810679241477,0.225924039392661,0.023117043548167,0.00795195151398455,TRUE
"99","ENSMUSP00000032476","ENSMUSG00000003153","Slc2a3",0.218691425895969,0.190155393398351,0.00359201119843902,0.0377588695027792,TRUE
"100","ENSMUSP00000003659","ENSMUSG00000031849","Comp",0.208082047607655,0.311789269280823,0.00554249218630669,6.63923837137511e-05,TRUE
"101","ENSMUSP00000104126","ENSMUSG00000020788","Atp2a3",0.175256863645239,0.286705050747619,0.0191154271206965,0.000541164780044436,TRUE
"102","ENSMUSP00000073502","ENSMUSG00000060187","Lrrc10",0.157402297280528,0.344773975594446,0.0350653370612794,2.05240062221535e-05,TRUE
"103","ENSMUSP00000079991","ENSMUSG00000034330","Plcg2",0.175438823554312,0.218424017611695,0.0189929809302617,0.0168746535333667,TRUE
"104","ENSMUSP00000128318","ENSMUSG00000036256","Igfbp7",0.238811287370679,0.238025069983758,0.00150960116411714,0.00210989770756931,TRUE
"105","ENSMUSP00000034428","ENSMUSG00000031950","Gabarapl2",0.147350343497289,0.537129859112991,0.0483259954219678,1.56914647200938e-10,TRUE
"106","ENSMUSP00000044342","ENSMUSG00000042363","Lgalsl",0.224218950027186,0.164918881989888,0.0028471355647541,0.0319301836080766,TRUE
"107","ENSMUSP00000096139","ENSMUSG00000074183","Gsta1",0.177598225765255,0.219454941937211,0.0175918012534116,0.00450806851387692,TRUE
"108","ENSMUSP00000026607","ENSMUSG00000025531","Chm",0.24146124013992,0.191940112799358,0.00134096646754314,0.0445918659703446,TRUE
